Ticker,Signal,Price,1d,5d,1mo,3mo,6mo,YTD,1y,RVOL,RSI,ShortRatio,High52,Low52,SMA50,SMA200,BB_Upper,BB_Lower,Is_Squeeze,BB_Width,GC_Just_Now,DC_Just_Now,Above_SMA50
O,🐻,62.02000045776367,-0.3374563490557751,0.5023519330581508,-1.647397833361786,-5.564277998927052,13.144042793580407,10.10111209215511,17.96552174996361,0.7701523950717357,40.0,6.29,66.97258758544922,52.574684143066406,62.46247512817383,59.3095184135437,64.3465665540228,60.78825323967837,False,0.05687167361108141,False,False,False
YMM,🐻,8.359999656677246,-5.2154201140949175,-2.450408933780948,-3.4642054967762284,-12.105805175193412,-17.270989592829704,-24.91882567669537,-24.381095823882152,1.9578474691234373,45.51723979174395,3.04,13.856410026550293,7.98723030090332,8.516774368286132,10.641631851196289,9.192106762523983,8.234892997150089,False,0.10985410897736717,False,False,False
DAL,🐂🚀,76.13999938964844,0.6477169251634571,8.39977463741095,11.529594201609319,10.572614597042053,36.768672837126914,10.844814713700952,60.79643670029837,0.8851812482553111,68.5283580589692,2.18,76.13999938964844,46.48223876953125,68.32137268066407,64.38632499694825,76.35870633453366,65.04530367523195,False,0.16001530166676875,False,False,True
SVM,🐻,11.829999923706055,-3.2706429558633587,-10.10638251616391,-5.4356538188213985,-10.038020784153833,89.58333906454938,41.8465192717679,219.8281310932278,1.258088536040524,47.91666617970072,7.81,15.710000038146973,3.698861598968506,11.878599948883057,8.95279999256134,15.520081134504858,10.525918678574977,False,0.38348786698692233,False,False,False
MCD,🐻🤐,282.2699890136719,-0.6721105325273491,-0.07080830040956239,-5.708844593181172,-14.773510065093143,-6.11845423374837,-6.401504307671477,-8.192143893821015,0.6967524251370729,46.84371532697647,3.15,339.16534423828125,274.6000061035156,298.4456005859375,305.8811756896973,294.6280313858152,270.593971788013,True,0.0850429015956435,False,False,False
BROS,,52.119998931884766,-2.506547279341594,-1.1755834790486404,-9.26183813025106,5.956496009302309,2.4572440067745185,-16.1518676643712,-23.228753276683946,0.617751169365312,39.54827095228216,4.52,74.23999786376953,46.689998626708984,52.825400009155274,56.95599992752075,59.86654845931315,48.06345184586263,False,0.2187176240169899,False,False,False
HUM,🐂🔥🚀,307.95001220703125,1.4060918184388964,0.637258891186683,43.079504864585424,77.22974385751657,39.09007968773842,17.027381716699015,39.07093931228635,0.3424930910266709,87.98438975333684,3.25,310.54998779296875,162.84295654296875,220.53291778564454,242.20202606201173,337.36780141107,205.19620005377374,False,0.487211097678623,False,False,True
INTU,⚡🐻🧊,319.94000244140625,4.191225066015243,-20.641928878056632,-19.196870165994966,-10.532542379043107,-49.560774639328876,-48.92133419083255,-55.21040841015016,3.393605556220812,29.483861000395294,3.1,801.9572143554688,307.07000732421875,402.0313153076172,556.5885536193848,437.8203364505123,332.9506626949956,False,0.2721162936119219,False,False,False
HR,🐂🔥🚀,20.360000610351562,0.0,-0.19607357316996205,10.130552295046805,11.561588882243075,19.223895120092802,23.162858401822177,49.586606787203344,0.569351371984941,72.14911201747195,5.35,20.469999313354492,13.449601173400879,18.393216590881348,17.42430449485779,21.300357431824096,18.092457013671506,False,0.16286728751463453,False,False,True
ARM,🐂🔥🚀,306.510009765625,2.77638013421676,42.483272928047626,30.535331950309935,139.19932201153566,131.27594702242337,167.1576752351776,141.0048820806231,1.125216014465388,75.7237545848023,1.87,306.510009765625,104.55000305175781,182.04970153808594,147.06692546844482,283.9740169364468,165.3139850777134,False,0.528213668412154,False,False,True
BLSH,,35.18000030517578,-2.1690734125565494,-1.0686193853767727,-11.939925823953109,14.369310934347212,-3.6164375200663526,-10.392252141589209,-48.26470543356503,1.0375010665832363,38.144326349387995,8.45,74.62999725341797,24.899999618530273,39.031799697875975,0.0,46.15419556660425,32.96180441813696,False,0.3334948973914672,False,False,False
APLD,🐂,45.869998931884766,-4.477304259440721,17.194684842065293,31.132074134247468,49.608607828341114,114.64668755497462,63.180355517292476,523.2336698339408,0.9405062441992675,62.184670183958815,3.1,48.02000045776367,6.829999923706055,32.735499992370606,28.57217502593994,50.32875455489839,29.79474550613677,False,0.5125589629289674,False,False,True
AM,🐂🤐,22.170000076293945,1.6506218210308758,-0.4937190617659908,4.822479865564213,1.2683697856129044,28.165555972355367,26.379526357226258,24.71919721089974,1.0941978671509196,52.500002649093645,4.28,23.357091903686523,16.292736053466797,21.935639457702635,19.198525609970094,22.491811555779442,20.926476675116554,True,0.07210486384624498,False,False,True
SNPS,🐂🤐,524.739990234375,4.119206872395193,5.278574312382497,4.7761636037577535,19.064255940495986,36.08402020966431,9.225256144185865,5.189933610121473,1.1664336622380258,68.42034881033355,2.91,645.3499755859375,380.4700012207031,454.43880249023437,471.3590013122559,525.0797218809088,478.1642814149896,True,0.0935274774866147,False,False,True
DUK,🐻,125.66999816894531,0.8101993238934319,2.303811393212944,-0.4039031556324718,-1.3265235581933736,4.321465664387576,8.851771616520859,11.650285642707276,0.7700698045943543,47.624518469236556,4.6,132.31661987304688,110.58570098876953,127.09485610961914,121.98117221832275,128.39047000646028,121.07840206385224,False,0.05862108472232272,False,False,False
TMO,🐻🤐,448.2799987792969,-0.24256099644712012,1.4208142034608315,-4.562388083207457,-12.970677360195761,-21.594332935502262,-24.267407746840206,14.293940807921842,0.6955470714296027,41.34219118554404,2.43,638.8184814453125,389.23223876953125,479.3589971923828,525.9989695739746,482.89185200607284,434.9271482380678,True,0.10451887301362556,False,False,False
NXT,🐂,130.5,7.833418955458822,-2.959544805163934,7.487024185575826,8.226901657245184,52.062456844625714,40.655315495779085,132.82783546179377,1.1658969021570735,59.38061715931449,4.85,144.2899932861328,53.79999923706055,120.04679977416993,97.69822490692138,142.3744384736579,109.54056015305109,False,0.26067426314112,False,False,True
KLAR,🐂,16.56999969482422,4.017572990507079,6.559482260952643,17.768301735782185,18.188296389451736,-41.05300841323253,-42.002100553658515,-61.23069947567996,1.0506140313103118,59.7238185384858,5.69,45.47999954223633,12.270000457763672,14.158800010681153,0.0,16.635625370123826,12.918374626061478,False,0.25155652328227335,False,False,True
